RollLongRight,RollLongTrd,RollShortRight,RollShortTrd,rollret,theRet,ticker
1311,2717,1127,2485,1.92297564,8.035e-05,NTX
1313,2721,1131,2490,1.93381287,0.01083723,NUM
1315,2727,1131,2491,1.92873729,-0.00507558,NUO
1317,2731,1134,2499,1.98087677,0.05213948,NUS
1319,2734,1134,2503,1.96575721,-0.01511956,NUV
1319,2737,1137,2508,1.94450682,-0.02125039,NUW
1319,2739,1140,2512,1.94732137,0.00281455,NVX
1324,2745,1143,2516,2.01204557,0.0647242,NWLI
1327,2750,1146,2527,1.95745471,-0.05459086,NWN
1328,2751,1151,2535,2.0745271,0.11707239,NWY
1329,2753,1158,2547,2.13298804,0.05846094,NX
1329,2754,1160,2551,2.11249907,-0.02048897,NXC
1331,2759,1163,2557,2.11389014,0.00139107,NXJ
1331,2759,1163,2558,2.10712574,-0.0067644,NXN
1332,2764,1164,2561,2.0895228,-0.01760294,NXP
1333,2767,1164,2562,2.08064055,-0.00888225,NXQ
1336,2771,1164,2563,2.0795258,-0.00111475,NXR
1338,2773,1164,2564,2.14356342,0.06403762,NXRT
1344,2786,1166,2567,2.15368059,0.01011717,NZF
1345,2791,1167,2570,2.12773967,-0.02594092,NZH
1351,2800,1170,2575,2.18154087,0.0538012,O
1356,2810,1170,2575,2.13440742,-0.04713345,OAKS
1358,2814,1171,2577,2.23493573,0.10052831,OCC
1359,2816,1174,2583,2.26635162,0.03141589,OCFC
1363,2823,1175,2586,2.31235722,0.0460056,OFG
1369,2831,1179,2595,2.29054864,-0.02180858,OFIX
1376,2847,1179,2595,2.29221797,0.00166933,OGE
1376,2848,1184,2602,2.36272099,0.07050302,OGEN
1376,2853,1188,2613,2.29363599,-0.069085,OHI
1378,2857,1188,2613,2.29612099,0.002485,OIA
1380,2862,1191,2617,2.28718782,-0.00893317,OKSB
1380,2865,1195,2624,2.24875846,-0.03842936,OLP
1386,2873,1197,2628,2.3356212,0.08686274,ON
1387,2874,1197,2629,2.37423604,0.03861484,ONP
1389,2876,1202,2638,2.42564935,0.05141331,ONVO
1392,2884,1206,2645,2.47708541,0.05143606,OPY
1393,2885,1206,2646,2.47298787,-0.00409754,ORC
1395,2888,1206,2646,2.47244943,-0.00053844,ORIT
1399,2893,1208,2653,2.40653299,-0.06591644,OTTR
1402,2898,1209,2655,2.44439391,0.03786092,OXM
1416,2941,1210,2660,2.46709675,0.02270284,PAI
1417,2942,1211,2661,2.49063376,0.02353701,PBMD
1417,2942,1212,2664,2.48848559,-0.00214817,PCI
1417,2944,1214,2669,2.45363585,-0.03484974,PCM
1419,2949,1216,2672,2.45972653,0.00609068,PCN
1423,2955,1220,2678,2.47956969,0.01984316,PCQ
1428,2964,1222,2685,2.46278095,-0.01678874,PDM
1430,2966,1226,2692,2.5047691,0.04198815,PFBI
1431,2967,1227,2693,2.51726421,0.01249511,PFSW
1435,2980,1229,2698,2.41825457,-0.09900964,PFX
1437,2982,1231,2705,2.47131425,0.05305968,PGNX
1443,2989,1231,2710,2.42001722,-0.05129703,PHH
1443,3033,1231,2720,2.40146083,-0.01855639,PIY
1443,3033,1233,2723,2.40335598,0.00189515,PJH
1444,3035,1238,2729,2.44360498,0.040249,PKI
1447,3049,1241,2735,2.41465819,-0.02894679,PKY
1448,3051,1241,2736,2.41359615,-0.00106204,PMM
1451,3057,1242,2739,2.39913849,-0.01445766,PMO
1462,3070,1242,2740,2.49523445,0.09609596,PMT
1463,3075,1244,2750,2.46157689,-0.03365756,PNI
1466,3084,1245,2753,2.41463513,-0.04694176,PNNT
1466,3084,1246,2754,2.41670432,0.00206919,PNTA
1469,3088,1248,2758,2.44557667,0.02887235,PNW
1471,3092,1252,2767,2.43034565,-0.01523102,PNY
1471,3092,1256,2778,2.39415805,-0.0361876,POR
1471,3092,1260,2783,2.37725848,-0.01689957,POT
1475,3102,1261,2784,2.36654296,-0.01071552,PPC
1476,3105,1263,2786,2.37559118,0.00904822,PPX
1478,3113,1263,2787,2.22003552,-0.15555566,PRCP
1480,3117,1263,2790,2.21807462,-0.0019609,PRE-PE
1485,3125,1264,2792,2.22553685,0.00746223,PRFT
1485,3125,1264,2792,2.22553685,0.0,PRH
1486,3127,1266,2830,2.18425253,-0.04128432,PSB
1489,3132,1271,2839,2.27709077,0.09283824,PSDV
1489,3134,1271,2842,2.25223152,-0.02485925,PSF
1497,3147,1273,2848,2.34221953,0.08998801,PSMT
1499,3149,1276,2852,2.3791383,0.03691877,PTY
1502,3154,1278,2855,2.42337607,0.04423777,PVH
1503,3162,1280,2860,2.36759136,-0.05578471,PVTB
1503,3163,1280,2860,2.36759136,0.0,PWX
1505,3166,1282,2865,2.35627483,-0.01131653,QCLN
1505,3166,1282,2865,2.35627483,0.0,QPAC
1505,3166,1286,2875,2.37558682,0.01931199,QUIK
1511,3177,1287,2877,2.36593101,-0.00965581,QVCA
1513,3187,1289,2881,2.20135943,-0.16457158,RAVN
1515,3192,1290,2883,2.13550645,-0.06585298,RAX
1517,3196,1292,2889,2.10289205,-0.0326144,RBA
1519,3200,1297,2899,2.12102242,0.01813037,RCS
1520,3204,1300,2904,2.11707085,-0.00395157,RDCM
1521,3205,1301,2907,2.03359584,-0.08347501,RDUS
1523,3207,1306,2922,1.98485258,-0.04874326,RDY
1524,3211,1307,2923,1.98883567,0.00398309,RELL
1525,3277,1310,2930,2.01795594,0.02912027,REX
1528,3281,1310,2931,2.02577665,0.00782071,RF-PA
1530,3285,1315,2938,2.10551636,0.07973971,RGC
1532,3290,1322,2949,2.14909508,0.04357872,RGS
1532,3290,1328,2957,2.29205804,0.14296296,RIC
1541,3308,1335,2976,2.3943691,0.10231106,RIG
1545,3313,1335,2978,2.39936858,0.00499948,RJD
1552,3322,1342,2993,2.41762138,0.0182528,RJF
1554,3327,1347,3003,2.31565207,-0.10196931,RNET
1554,3330,1347,3006,2.2987396,-0.01691247,RNR-PE
1554,3330,1347,3007,2.29057629,-0.00816331,ROIA
1554,3330,1347,3012,2.22421761,-0.06635868,ROIC
1559,3338,1348,3014,2.27482218,0.05060457,RPAI
1560,3340,1349,3018,2.29759128,0.0227691,RPT
1560,3341,1356,3027,2.27471151,-0.02287977,RSO
1562,3346,1358,3032,2.23367348,-0.04103803,RT
1562,3348,1359,3033,2.2553035,0.02163002,RXDX
1564,3353,1360,3034,2.27399772,0.01869422,SAH
1569,3360,1366,3044,2.28189261,0.00789489,SBGI
1570,3365,1369,3049,2.25413128,-0.02776133,SBRA
1571,3367,1372,3052,2.27578341,0.02165213,SBW
1572,3372,1373,3054,2.20926441,-0.066519,SCG
1577,3377,1386,3080,2.20990195,0.00063754,SCHW
1580,3382,1386,3085,2.0471249,-0.16277705,SCL
1582,3387,1388,3092,1.88734501,-0.15977989,SCMP
1588,3395,1391,3097,2.04646841,0.1591234,SCVL
1588,3395,1392,3098,2.07508722,0.02861881,SCYX
1588,3398,1394,3105,2.03254441,-0.04254281,SEP
1596,3407,1396,3112,2.10284813,0.07030372,SHI
1597,3424,1401,3118,2.276974,0.17412587,SIFY
1606,3437,1401,3130,2.30482921,0.02785521,SIRI
1610,3444,1423,3177,2.41705771,0.1122285,SIVB
1615,3449,1428,3185,2.45410149,0.03704378,SJW
1617,3457,1431,3192,2.41848137,-0.03562012,SKM
1618,3458,1431,3192,2.42018166,0.00170029,SKOR
1618,3458,1432,3194,2.43114067,0.01095901,SKUL
1626,3470,1436,3199,2.47383465,0.04269398,SLG
1626,3470,1436,3200,2.47206489,-0.00176976,SLQD
1627,3471,1436,3200,2.47565413,0.00358924,SLRA
1627,3471,1436,3200,2.47565413,0.0,SLVO
1628,3472,1438,3203,2.49013193,0.0144778,SMI
1631,3476,1440,3210,2.44294232,-0.04718961,SMP
1632,3481,1442,3212,2.53871771,0.09577539,SNE
1637,3493,1444,3215,2.55275216,0.01403445,SNH
1638,3500,1445,3218,2.38756167,-0.16519049,SNMX
1649,3516,1445,3218,2.43548859,0.04792692,SNN
1657,3526,1448,3224,2.46903121,0.03354262,SO
1675,3556,1449,3227,2.51292057,0.04388936,SOR
1675,3560,1452,3237,2.46246132,-0.05045925,SPAR
1677,3563,1453,3241,2.45528865,-0.00717267,SPB
1687,3578,1457,3245,2.65010189,0.19481324,SPSC
1687,3578,1458,3247,2.66168459,0.0115827,SPWH
1690,3584,1459,3249,2.63950873,-0.02217586,SQM
1694,3591,1463,3256,2.66316447,0.02365574,SR
1699,3601,1463,3256,2.69385051,0.03068604,SRC
1701,3603,1473,3281,2.7131076,0.01925709,SSS
1703,3608,1475,3284,2.74599218,0.03288458,SSW-PD
1706,3612,1477,3288,2.70850881,-0.03748337,STAG
1710,3619,1478,3290,2.85648883,0.14798002,STAR
1718,3628,1482,3298,2.8918991,0.03541027,STC
1719,3631,1486,3303,2.96096401,0.06906491,STNG
1720,3634,1486,3303,2.96641003,0.00544602,STOR
1720,3635,1486,3306,2.85452058,-0.11188945,STRP
1721,3637,1488,3308,2.98312801,0.12860743,STV
1721,3637,1491,3315,3.00896553,0.02583752,STWD
1722,3639,1493,3317,3.13980127,0.13083574,STXS
1730,3653,1495,3323,3.19490444,0.05510317,SUI
1731,3654,1502,3335,3.2403909,0.04548646,SWIR
1735,3659,1502,3335,3.2704585,0.0300676,SWJ
1739,3665,1506,3341,3.30317069,0.03271219,SWX
1742,3668,1524,3370,3.40306888,0.09989819,SXI
1743,3669,1527,3380,3.51808344,0.11501456,SYMX
1744,3670,1530,3388,3.48281269,-0.03527075,TAHO
1750,3685,1531,3389,3.52822633,0.04541364,TAL
1751,3686,1531,3389,3.53310791,0.00488158,TAPR
1759,3698,1535,3398,3.57461913,0.04151122,TCB
1759,3698,1536,3400,3.57505547,0.00043634,TCBIL
1766,3714,1536,3400,3.5886784,0.01362293,TDE
1767,3718,1538,3402,3.60838899,0.01971059,TDJ
1768,3719,1540,3405,3.83111879,0.2227298,TEAR
1771,3723,1564,3455,3.88555452,0.05443573,TECD
1772,3724,1565,3456,3.91873141,0.03317689,TEGP
1773,3727,1569,3463,3.96733572,0.04860431,TESS
1774,3729,1569,3463,3.95815657,-0.00917915,THGA
1776,3735,1574,3477,3.90234052,-0.05581605,THS
1780,3742,1574,3478,3.87443642,-0.0279041,TIF
1785,3751,1578,3485,4.01530005,0.14086363,TISI
1788,3762,1579,3486,3.9757033,-0.03959675,TLLP
1788,3775,1581,3492,3.99006077,0.01435747,TPH
1793,3797,1583,3502,3.94537111,-0.04468966,TPZ
1795,3802,1587,3511,3.911859,-0.03351211,TRC
1798,3808,1587,3511,3.96155449,0.04969549,TRGP
1802,3819,1589,3515,3.93143955,-0.03011494,TROW
1808,3830,1599,3530,3.977003,0.04556345,TSRA
1809,3833,1603,3538,3.90678462,-0.07021838,TSRO
1810,3835,1605,3544,3.87659307,-0.03019155,TSU
1811,3836,1606,3547,3.8377476,-0.03884547,TTOO
1812,3837,1607,3549,3.85432902,0.01658142,TUES
1818,3848,1609,3562,3.86231346,0.00798444,TVC
1821,3852,1611,3567,3.85486805,-0.00744541,TVE
1822,3853,1616,3575,3.90224697,0.04737892,TWO
1825,3856,1619,3581,3.91497989,0.01273292,TWX
1827,3861,1629,3599,3.92025645,0.00527656,TXT
1830,3866,1630,3600,3.99830705,0.0780506,UAM
1833,3876,1633,3607,3.93973444,-0.05857261,UBA
1833,3877,1633,3608,3.92048838,-0.01924606,UBOH
1836,3885,1639,3617,3.92927962,0.00879124,UCBI
1836,3885,1639,3617,3.92927962,0.0,UCP
1836,3885,1640,3619,3.92699026,-0.00228936,UFAB
1839,3892,1646,3631,3.9147014,-0.01228886,UFCS
1841,3896,1650,3636,3.93546478,0.02076338,UHT
1845,3906,1652,3643,3.9746223,0.03915752,USLM
1847,3910,1654,3645,4.09270902,0.11808672,USLV
1852,3918,1656,3651,4.04462658,-0.04808244,USM
1855,3924,1658,3654,4.06926153,0.02463495,UTL
1855,3926,1659,3656,4.06887414,-0.00038739,UZA
1856,3931,1660,3657,4.0618505,-0.00702364,V
1857,3933,1662,3665,3.88050511,-0.18134539,VALE
1864,3946,1665,3685,3.89954872,0.01904361,VBF
1864,3946,1665,3685,3.89954872,0.0,VBND
1868,3951,1665,3685,3.94170938,0.04216066,VDTH
1872,3958,1665,3687,3.9421737,0.00046432,VFL
1872,3958,1665,3687,3.9421737,0.0,VGSH
1874,3961,1668,3694,3.94479092,0.00261722,VKI
1878,3966,1669,3697,3.95855216,0.01376124,VKQ
1886,3982,1669,3697,3.96810266,0.0095505,VLT
1886,3985,1670,3700,3.96660228,-0.00150038,VMBS
1887,3988,1670,3701,3.96071694,-0.00588534,VMM
1889,3992,1671,3702,3.9644274,0.00371046,VMO
1891,3994,1672,3703,3.97947416,0.01504676,VNO-PG
1891,3996,1672,3703,3.9783011,-0.00117306,VNO-PJ
1893,3999,1673,3704,3.98370022,0.00539912,VNO-PK
1896,4005,1673,3706,3.95635607,-0.02734415,VNO-PL
1896,4006,1680,3719,3.93978394,-0.01657213,VNQI
1902,4016,1682,3721,3.94055663,0.00077269,VOD
1902,4017,1686,3729,3.94902113,0.0084645,VPV
1905,4021,1687,3733,3.94778441,-0.00123672,VRNS
1905,4033,1687,3735,3.94676306,-0.00102135,VTIP
1911,4047,1688,3742,3.93747536,-0.0092877,VTN
1916,4058,1690,3745,3.90735142,-0.03012394,VTR
1919,4062,1690,3745,3.91765379,0.01030237,VTRB
1920,4066,1692,3748,3.93403355,0.01637976,VVI
1920,4066,1693,3749,3.93828479,0.00425124,VWOB
1920,4066,1693,3749,3.93828479,0.0,VYGR
1920,4066,1693,3749,3.93828479,0.0,WAYN
1921,4068,1693,3749,3.94319581,0.00491102,WCIC
1923,4071,1693,3751,3.88293675,-0.06025906,WD
1926,4084,1693,3759,3.82607721,-0.05685954,WES
1931,4091,1697,3767,3.83933746,0.01326025,WEYS
1935,4095,1698,3768,3.85006032,0.01072286,WFC-PJ
1941,4114,1705,3788,3.96402216,0.11396184,WFT
1941,4115,1705,3791,3.91891812,-0.04510404,WHLR
1945,4119,1707,3794,3.93691569,0.01799757,WIA
1946,4120,1707,3794,3.97347325,0.03655756,WING
1954,4136,1708,3798,3.98980765,0.0163344,WIW
1961,4145,1710,3802,4.12471507,0.13490742,WMK
1963,4148,1712,3806,4.14834569,0.02363062,WNC
1969,4161,1713,3810,4.12742076,-0.02092493,WPC
1976,4169,1715,3813,4.18348706,0.0560663,WPPGY
1977,4170,1720,3821,4.17536209,-0.00812497,WPRT
1978,4173,1720,3822,4.08469168,-0.09067041,WPZ
1978,4175,1722,3825,4.09185852,0.00716684,WSR
1978,4176,1724,3831,3.95826355,-0.13359497,WSTL
1978,4176,1724,3831,3.95826355,0.0,WTFCW
1978,4178,1724,3831,3.92223457,-0.03602898,WTT
1978,4179,1724,3833,3.91939348,-0.00284109,WVVI
1979,4182,1724,3833,3.90839731,-0.01099617,XEL
1982,4188,1730,3841,4.04099645,0.13259914,YHOO
1982,4188,1730,3841,4.04099645,0.0,YPRO
1982,4189,1730,3841,4.03822445,-0.002772,ZFC
1986,4196,1735,3851,4.02253249,-0.01569196,ZION
1986,4196,1735,3852,3.9712392,-0.05129329,ZIONW
1987,4198,1735,3852,3.97176614,0.00052694,ZOES
